event_id,source_id,kind,geocent_time,ra,dec,sky_area_90_deg2,network_snr,family,tag,pair_id,source_index
29,29,SIS,1444951377.9666414,5.339354076005973,1.0952564122409965,89.43038581635096,12.68933005923136,SIS,L1,29,7870
30,30,SIS,1141480212.227173,5.612042869261418,-0.1785577693834014,95.9994237168068,12.24748547449209,SIS,L1,30,9335
31,31,SIS,1222163912.89013,2.3313104242596427,0.7392565150402371,18.03242717563382,28.258828423610183,SIS,L1,31,8225
32,32,SIS,1274410123.0010054,0.6995840085327019,-0.6622370193895496,55.44444353505943,16.11581344945407,SIS,L1,32,7302
33,33,SIS,1181001784.8539205,0.8028477550068037,0.7564417823180255,72.21411758567714,14.121154076326818,SIS,L1,33,111
34,34,SIS,1402457507.0774202,4.214442417888706,-0.2867352950543478,655.159674963837,4.688216582440647,SIS,L1,34,358
35,35,SIS,1212895978.0710378,2.011408830501148,-1.238306838038432,1039.1511208701706,3.722561580907728,SIS,L1,35,2585
36,36,SIS,1238843815.4740129,5.171565444697167,0.0319588771639042,173.51423484857855,9.109901711657074,SIS,L1,36,3217
37,37,SIS,1314055184.566729,1.2353419535485302,1.0140099371159557,130.80481077997442,10.492268302465869,SIS,L1,37,1710
38,38,SIS,1202182477.8138416,4.371908836447195,-0.0434518538906155,90.26120398819336,12.630794953541608,SIS,L1,38,1090
39,39,SIS,1240896575.156672,5.067986491407885,-1.1872402021172834,51.38296804408058,16.740624404459744,SIS,L1,39,6034
40,40,SIS,1266460890.8529058,2.9688245048553696,0.5188750005514723,289.56549648323534,7.051927523643529,SIS,L1,40,4644
41,41,SIS,1254010399.3166566,3.708063492671275,-0.3472654114412923,18.980796424993475,27.54381104764482,SIS,L1,41,5287
42,42,SIS,1217527703.227263,3.998314679815066,-0.8372796194894496,70.68779312057357,14.272795210259572,SIS,L1,42,5494
43,43,SIS,1213118158.9814606,2.6143879556425573,-0.0992119142248563,1763.5685259372522,2.8574923495568028,SIS,L1,43,9131
44,44,SIS,1284829089.9753006,5.116434823602132,0.901940297830048,1349.2021899397532,3.266951802305499,SIS,L1,44,5849
45,45,SIS,1169750090.9036295,4.681900507992154,0.7753804180290194,24.650275540303678,24.1696497502514,SIS,L1,45,8035
46,46,SIS,1210590189.6636157,0.5268225641138897,0.2116144641165036,10.0,62.35658114021456,SIS,L1,46,4199
47,47,SIS,1291301348.506442,3.010887838752751,0.2027673924966034,119.46021353213499,10.979172351222132,SIS,L1,47,9276
48,48,SIS,1278554231.1701078,2.23882411483956,0.504813105435622,79.99643219962762,13.416707044161864,SIS,L1,48,6186
49,49,SIS,1384029427.1187298,2.160287514941232,-0.6215176319027715,62.34143948484338,15.198223717165426,SIS,L1,49,9919
50,50,SIS,1353894616.2032292,5.084516575900189,-1.351241890715989,1546.1378581539514,3.0518075205270057,SIS,L1,50,2803
51,51,SIS,1275167410.269208,5.222693966433064,0.7576865341453488,45.614307633660125,17.767679123274263,SIS,L1,51,2191
52,52,SIS,1256939682.16858,3.7539490558218778,-0.9427468092057296,627.1576155990543,4.791736146218704,SIS,L1,52,5768
53,53,SIS,1267188502.171492,3.4691256219048907,0.6216639088348809,31.935499557554227,21.234614887593175,SIS,L1,53,2919
54,54,SIS,1155920502.82438,1.5547409529331078,0.106482747307784,341.926023695347,6.48955874514012,SIS,L1,54,9070
55,55,SIS,1196626930.338013,2.672026002507552,1.1741316523007497,314.1843681795121,6.770004530184189,SIS,L1,55,4480
56,56,SIS,1256799411.8620515,0.0754960195369595,-0.3422578652763081,82.43757960559078,13.216566026188886,SIS,L1,56,7005
57,57,SIS,1170712919.6355674,2.678003948674545,0.0410474042312709,1144.714782410978,3.5467665217168203,SIS,L1,57,579
58,58,SIS,1137937457.9985375,2.4950866411838257,0.8264174398559564,276.42427244807914,7.217605795012933,SIS,L1,58,4246
59,59,SIS,1332384911.1813326,1.5200395748362945,-0.3179985487115733,218.7369085232028,8.113723639025865,SIS,L1,59,1928
60,60,SIS,1134004719.9501152,5.818736023265115,0.0599471408447237,16.39412132051527,29.637200192682556,SIS,L1,60,8410
61,61,SIS,1296872523.473045,1.914509348945858,-1.2623664289760008,585.5254295142373,4.959162797522183,SIS,L1,61,9301
62,62,SIS,1373673528.5293162,5.054535128429039,1.0784562642409878,632.3385214975185,4.772065832738489,SIS,L1,62,2490
63,63,SIS,1211355704.8619816,4.694550306912247,0.5155399055794021,57.74570008039871,15.791428584985129,SIS,L1,63,3254
64,64,SIS,1315008199.5722804,1.7115515449968772,-0.2458245421203802,461.97786694593236,5.583038997438436,SIS,L1,64,5484
65,65,SIS,1213504514.0904293,5.099505897664663,0.8231846533326731,18.61516933163946,27.812994537237948,SIS,L1,65,2364
66,66,SIS,1314749622.54787,1.159932291631812,-0.4338714297777394,10.0,66.85076987126654,SIS,L1,66,5295
67,67,SIS,1217275835.5528302,1.2751059203371915,0.8172914358526217,38.78214700498079,19.26927265516373,SIS,L1,67,6594
68,68,SIS,1196238287.1363437,0.549926497321173,0.5575585651006907,169.75923585727836,9.210104126482095,SIS,L1,68,3141
69,69,SIS,1431067714.0849087,0.6939846039167031,-0.5965776821909182,52.95316336946432,16.490555718908674,SIS,L1,69,1076
70,70,SIS,1388388004.263301,5.167491977152103,-0.5325039930086558,10.0,64.53393225924592,SIS,L1,70,3662
71,71,SIS,1132556748.0447176,6.073334626508299,0.5462231310540706,208.44237742389876,8.311668948773137,SIS,L1,71,2623
72,72,SIS,1417220078.1957257,5.042929716622671,0.827873001136209,280.7574160231994,7.161691804641155,SIS,L1,72,6758
73,73,SIS,1204892470.7809365,0.5152153014106252,0.8588353369215993,2000.0,1.0474689079114128,SIS,L1,73,7847
74,74,SIS,1383160149.2977896,4.679673496012921,-0.2917612419693507,2000.0,2.469936980362977,SIS,L1,74,2830
75,75,SIS,1372512654.0312836,0.2579345882596405,1.035101856828846,58.42758814866282,15.69901001088923,SIS,L1,75,5986
76,76,SIS,1391183846.532014,0.7232761315458799,0.0636928002544619,276.2010529177034,7.220521759985815,SIS,L1,76,8526
77,77,SIS,1397186213.1504874,3.904573016137074,0.175792500539824,1248.655042373485,3.395939999556889,SIS,L1,77,1130
78,78,SIS,1361901386.351793,3.852224442082574,0.0532313428009761,1460.649752614305,3.1398449411825373,SIS,L1,78,4965
79,79,SIS,1424614736.3046477,1.8357412469423,-1.0118131758866074,44.01998130572278,18.086574397929525,SIS,L1,79,2038
80,80,SIS,1187229151.4970665,0.9384676459270626,-1.156277427840108,38.838779566922234,19.255218835933945,SIS,L1,80,4695
81,81,SIS,1412763814.7661254,0.7189762142226275,-0.2025168690487294,2000.0,2.086843524557387,SIS,L1,81,8857
82,82,SIS,1175963258.1780756,0.1362451960495545,0.5171117668870935,79.03149244276436,13.49836459517614,SIS,L1,82,887
83,83,SIS,1229893967.5894625,4.843941331410466,1.073192627709777,41.34868405861838,18.66166546272558,SIS,L1,83,3322
84,84,SIS,1224541772.5647554,1.7868207184856366,0.0225082151202985,386.27293646783403,6.105680933349744,SIS,L1,84,8816
85,85,SIS,1203226440.5007565,3.27244345536692,-1.0219492578634464,913.206562541421,3.9709711712852034,SIS,L1,85,2078
86,86,SIS,1197865473.8612912,0.6839176177605237,-0.7045189086284621,2000.0,1.9032947100678363,SIS,L1,86,5338
87,87,SIS,1332459653.3305745,0.4672807070979551,0.9873321791809374,21.06303558665398,26.146933677897977,SIS,L1,87,861
88,88,SIS,1329242307.6055236,2.218251770168364,-0.9019690885587128,642.8017317871861,4.733067814260176,SIS,L1,88,7080
89,89,SIS,1430767013.118331,4.8986724914760895,0.9336042871867216,143.52427033884214,10.016559432604431,SIS,L1,89,5949
90,90,SIS,1312754279.1617007,0.0719445766669419,0.1340334712279145,64.66411415542294,14.922774618682393,SIS,L1,90,3549
91,91,SIS,1245129185.19319,3.221978076115737,0.5754531353999699,193.00615329980414,8.637651315630661,SIS,L1,91,2192
92,92,SIS,1265907866.623629,5.377034540093609,-0.1905533885618236,105.65658936409746,11.674356530184289,SIS,L1,92,8899
93,93,SIS,1212500375.5347128,1.4919604360655427,-0.0562965401996318,1758.0029153418377,2.8620120014259705,SIS,L1,93,664
94,94,SIS,1138997268.5805285,3.720795066229104,-0.4972055754389705,1814.7209749916535,2.816931696580807,SIS,L1,94,8586
95,95,SIS,1366679390.8500345,4.657933931508768,0.333394500575009,135.61411437660325,10.304544521166171,SIS,L1,95,1845
