detector,data_mode,stage,variant,subset,catalog,candidate_kind,query_total,catalog_total,sis_lensed_images,sis_unlensed,pm_lensed_images,pm_unlensed,total_lensed_images,total_unlensed,epochs,backbone,preprocess,observed_sky_label,a90_ref_deg2,test_a90_median_deg2,test_a90_p90_deg2,valid,r@1,r@5,r@10,r@50,r@100,r@500,median_true_rank,top_1pct_k,top_1pct,top_5pct_k,top_5pct,top_10pct_k,top_10pct,lambda_sky_step,val_selected_r@10,lambda_sky_log_overlap
ET,noisy,stage2_observed_sky,a90_300_gaussian_log_overlap_val_selected,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 300 deg2,300.0,50.0,349.0820126815751,6000,0.6253333333333333,0.7535000000000001,0.7935,0.8721666666666666,0.9015,0.9598333333333333,1.0,90,0.898,450,0.9563333333333333,900,0.9811666666666667,,0.7971666666666667,4.0
ET,noisy,stage2_observed_sky,a90_1000_step_val_selected,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 1000 deg2,1000.0,98.70493563411443,1153.9522299023752,6000,0.6901666666666667,0.835,0.8718333333333333,0.9461666666666667,0.9676666666666667,0.99,1.0,90,0.9653333333333334,450,0.9888333333333333,900,0.9945,0.5,0.8746666666666667,
ET,noisy,stage2_observed_sky,a90_1000_step_val_selected,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 1000 deg2,1000.0,98.70493563411443,1153.9522299023752,3000,0.7276666666666667,0.8726666666666667,0.903,0.9666666666666667,0.9786666666666667,0.9943333333333333,1.0,90,0.9773333333333334,450,0.993,900,0.9966666666666667,0.5,0.8746666666666667,
ET,noisy,stage2_observed_sky,a90_1000_step_val_selected,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 1000 deg2,1000.0,98.70493563411443,1153.9522299023752,3000,0.6526666666666666,0.7973333333333333,0.8406666666666667,0.9256666666666666,0.9566666666666667,0.9856666666666667,1.0,90,0.9533333333333334,450,0.9846666666666667,900,0.9923333333333333,0.5,0.8746666666666667,
ET,noisy,stage2_observed_sky,a90_1000_step_val_selected,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 1000 deg2,1000.0,98.70493563411443,1153.9522299023752,6000,0.6901666666666666,0.835,0.8718333333333333,0.9461666666666666,0.9676666666666667,0.99,1.0,90,0.9653333333333334,450,0.9888333333333333,900,0.9944999999999999,0.5,0.8746666666666667,
ET,noisy,stage2_observed_sky,a90_1000_gaussian_log_overlap_val_selected,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 1000 deg2,1000.0,98.70493563411443,1153.9522299023752,6000,0.6125,0.744,0.786,0.8681666666666666,0.8973333333333333,0.9585,1.0,90,0.8926666666666667,450,0.9548333333333333,900,0.9785,,0.7876666666666666,4.0
ET,noisy,stage2_observed_sky,a90_1000_gaussian_log_overlap_val_selected,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 1000 deg2,1000.0,98.70493563411443,1153.9522299023752,3000,0.665,0.786,0.8206666666666667,0.897,0.9283333333333333,0.9733333333333334,1.0,90,0.9226666666666666,450,0.9723333333333334,900,0.9846666666666667,,0.7876666666666666,4.0
ET,noisy,stage2_observed_sky,a90_1000_gaussian_log_overlap_val_selected,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 1000 deg2,1000.0,98.70493563411443,1153.9522299023752,3000,0.56,0.702,0.7513333333333333,0.8393333333333334,0.8663333333333333,0.9436666666666667,1.0,90,0.8626666666666667,450,0.9373333333333334,900,0.9723333333333334,,0.7876666666666666,4.0
ET,noisy,stage2_observed_sky,a90_1000_gaussian_log_overlap_val_selected,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 1000 deg2,1000.0,98.70493563411443,1153.9522299023752,6000,0.6125,0.744,0.786,0.8681666666666668,0.8973333333333333,0.9585,1.0,90,0.8926666666666667,450,0.9548333333333334,900,0.9785,,0.7876666666666666,4.0
LIGO,noisy,stage2_observed_sky,observed_sky_step_only,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,LIGO/2.5G HL-like baseline A90=100 deg2,100.0,399.20113622580755,500.0,6000,0.771,0.771,0.7713333333333333,0.9248333333333333,0.9878333333333333,1.0,1.0,90,0.986,450,1.0,900,1.0,,,
